Underlyin,Maturity,LAST,LX,Net 1hn,AS,BS,Impl Vol,Open.Int,Theo 0rice,Volume,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net 1hn,AS,BS,Impl Vol,Open.Int,Theo 0rice,Volume
1698.9,224,655,1,,125.00,125.00,,600.00,700.44,600.00,678.70,1,684.90,1,,1000.00,1.10,1,1.65,1,1.95,1,0.50,1.00,32.00,0.30,11658.00,1.38,1.00
1698.9,224,, ,,125.00,125.00,,0.00,675.48,,654.00,1,660.30,1,,1025.00,1.40,1,1.95,1,2.20,1,-0.45,1.00,32.00,0.30,161.00,1.68,1.00
1698.9,224,, ,,125.00,125.00,,0.00,650.52,,629.40,1,635.80,1,,1050.00,1.70,1,2.20,1,2.30,1,0.40,1.00,32.00,0.29,2352.00,1.95,1.00
1698.9,224,, ,,125.00,125.00,,0.00,625.55,,604.80,1,611.30,1,,1075.00,2.05,1,2.60,1,2.90,1,-0.60,1.00,22.00,0.29,48.00,2.33,1.00
1698.9,224,, ,,125.00,125.00,,0.00,600.59,,580.20,1,586.80,1,,1100.00,2.45,1,3.00,1,3.10,1,-0.10,1.00,22.00,0.28,6295.00,2.73,1.00
1698.9,224,, ,,125.00,125.00,,0.00,575.63,,555.80,1,562.50,1,,1125.00,2.85,1,3.50,1,3.40,1,-0.20,1.00,22.00,0.28,2046.00,3.18,3.00
1698.9,224,, ,,84.00,125.00,,0.00,550.67,,531.30,1,537.30,1,,1150.00,3.30,1,4.70,1,4.50,1,-0.50,32.00,22.00,0.27,20508.00,4.00,10.00
1698.9,224,, ,,125.00,125.00,,0.00,525.71,,507.00,1,514.00,1,,1175.00,3.90,1,5.40,1,6.60,1,-0.40,32.00,32.00,0.27,5116.00,4.65,1.00
1698.9,224,382.1,1,13.60,84.00,125.00,,4.00,500.75,2.00,482.70,1,488.70,1,,1200.00,4.60,1,6.10,1,5.20,1,-1.80,32.00,32.00,0.26,13227.00,5.35,1001.00
1698.9,224,, ,,125.00,125.00,,0.00,475.79,,458.60,1,465.80,1,,1225.00,5.20,1,7.10,1,8.00,1,-8.65,22.00,22.00,0.26,4440.00,6.15,400.00
1698.9,224,444.86,1,,125.00,125.00,,4.00,450.82,4.00,434.50,1,441.90,1,,1250.00,6.10,1,8.10,1,8.00,1,-0.40,22.00,22.00,0.25,13985.00,7.10,400.00
1698.9,224,, ,,125.00,125.00,,0.00,425.86,,410.60,1,418.10,1,,1275.00,7.10,1,9.30,1,9.20,1,0.90,22.00,2.00,0.24,694.00,8.20,25.00
1698.9,224,, ,,125.00,125.00,,0.00,400.90,,386.90,1,394.50,1,,1300.00,8.20,1,10.60,1,10.00,1,0.60,22.00,22.00,0.24,41210.00,9.40,1.00
1698.9,224,, ,,125.00,125.00,,0.00,375.94,,363.30,1,371.00,1,,1325.00,9.40,1,12.10,1,13.50,1,-1.50,22.00,22.00,0.23,24543.00,10.75,600.00
1698.9,224,, ,,125.00,125.00,,0.00,350.98,,340.00,1,347.80,1,,1350.00,10.90,1,13.80,1,13.60,1,-0.90,22.00,22.00,0.23,12650.00,12.35,400.00
1698.9,224,, ,,84.00,125.00,,0.00,326.02,,316.90,1,324.20,1,,1375.00,12.70,1,15.80,1,27.00,1,-11.50,22.00,22.00,0.22,4702.00,14.25,170.00
1698.9,224,251.1,1,21.35,125.00,125.00,,263.00,301.05,35.00,294.10,1,302.00,1,,1400.00,14.70,1,18.00,1,17.25,1,2.25,22.00,22.00,0.22,11646.00,16.35,708.00
1698.9,224,282.65,1,18.85,125.00,125.00,,113.00,276.09,2.00,271.60,1,279.50,1,,1425.00,17.00,1,20.60,1,17.20,1,-0.60,22.00,22.00,0.21,1879.00,18.80,1.00
1698.9,224,249.3,1,-0.90,125.00,125.00,0.12,873.00,253.45,1.00,249.50,1,257.40,1,,1450.00,19.60,1,23.40,1,22.67,1,-0.33,22.00,22.00,0.21,26383.00,21.50,2.00
1698.9,224,180.4,1,7.85,84.00,125.00,0.13,80.00,231.25,35.00,227.80,1,234.70,1,,1475.00,22.70,1,26.80,1,22.70,1,-0.80,22.00,22.00,0.20,8347.00,24.74,49.00
1698.9,224,203.95,1,27.52,188.00,33.00,0.13,4851.00,210.70,1.00,207.40,1,214.00,1,,1500.00,26.30,1,30.60,1,29.85,1,-1.15,125.00,22.00,0.20,16539.00,28.44,9.00
1698.9,224,133.2,1,-32.80,33.00,33.00,0.13,1981.00,189.15,82.00,186.80,1,191.50,1,,1525.00,31.10,1,34.20,1,30.60,1,-1.00,33.00,33.00,0.19,4263.00,32.65,56.00
1698.9,224,165,1,-2.76,33.00,33.00,0.14,41643.00,169.34,350.00,167.20,1,171.50,1,,1550.00,36.00,1,39.20,1,42.30,1,6.30,33.00,33.00,0.19,18714.00,37.59,44.00
1698.9,224,153.7,1,60.10,33.00,33.00,0.14,6294.00,150.05,600.00,147.80,1,152.30,1,,1575.00,41.80,1,44.70,1,43.10,1,0.10,33.00,33.00,0.18,8677.00,43.25,100.00
1698.9,224,132.1,1,-0.50,33.00,33.00,0.13,12325.00,131.00,3000.00,128.90,1,133.10,1,,1600.00,47.80,1,51.10,1,49.20,1,-2.80,33.00,33.00,0.18,15320.00,49.45,800.00
1698.9,224,107.41,1,-7.19,33.00,33.00,0.13,7955.00,113.55,300.00,111.30,1,115.80,1,,1625.00,55.10,1,58.40,1,62.60,1,-4.90,33.00,33.00,0.17,8674.00,56.75,4.00
1698.9,224,95.5,1,-5.66,33.00,33.00,0.13,14541.00,96.70,125.00,94.80,1,98.60,1,,1650.00,62.60,1,66.60,1,67.70,1,-3.80,33.00,33.00,0.17,15001.00,64.58,5.00
1698.9,224,77.3,1,-1.70,33.00,33.00,0.13,8818.00,81.04,50.00,79.30,1,82.80,1,,1675.00,72.40,1,75.80,1,78.00,1,0.10,33.00,33.00,0.16,7485.00,74.09,53.00
1698.9,224,64.5,1,0.50,33.00,33.00,0.12,10762.00,66.85,2.00,65.10,1,68.60,1,,1700.00,82.40,1,86.60,1,90.20,1,9.20,33.00,32.00,0.16,5137.00,84.50,1302.00
1698.9,224,51.15,1,-1.35,33.00,33.00,0.12,9863.00,53.79,6.00,52.30,1,55.30,1,,1725.00,94.80,1,98.70,1,103.00,1,9.56,33.00,33.00,0.16,421.00,96.74,175.00
1698.9,224,40.2,1,-1.80,33.00,33.00,0.12,13572.00,42.45,6.00,41.10,1,43.80,1,,1750.00,107.50,1,112.30,1,108.50,1,-28.10,33.00,33.00,0.15,170.00,109.88,100.00
1698.9,224,32.95,1,2.44,33.00,33.00,0.12,4526.00,32.70,1.00,31.50,1,33.90,1,,1775.00,122.40,1,127.30,1,121.15,1,-0.20,33.00,33.00,0.15,366.00,124.85,300.00
1698.9,224,23.15,1,-1.31,33.00,33.00,0.11,20127.00,24.55,5.00,23.50,1,25.60,1,,1800.00,139.90,1,143.80,1,, ,,33.00,33.00,0.15,0.00,141.85,
1698.9,224,17.1,1,0.37,22.00,22.00,0.11,5461.00,18.35,4.00,16.90,1,19.80,1,,1825.00,157.00,1,162.90,1,, ,,33.00,188.00,0.15,0.00,159.95,
1698.9,224,13.15,1,0.65,22.00,22.00,0.11,16464.00,13.25,3.00,12.00,1,14.50,1,,1850.00,176.70,1,183.60,1,194.20,1,-11.70,125.00,125.00,0.16,2200.00,180.14,1200.00
1698.9,224,9.27,1,-1.31,22.00,22.00,0.11,3063.00,9.45,23.00,8.40,1,10.50,1,,1875.00,197.80,1,204.60,1,, ,,125.00,125.00,0.16,0.00,201.19,
1698.9,224,6.45,1,-0.90,1.00,22.00,0.11,21906.00,6.25,4.00,5.80,1,6.70,1,,1900.00,220.00,1,226.70,1,, ,,125.00,125.00,0.16,0.00,223.34,
1698.9,224,4.7,1,0.30,32.00,22.00,0.11,1513.00,4.65,1.00,4.00,1,5.30,1,,1925.00,242.80,1,249.10,1,, ,,125.00,125.00,0.17,,245.95,
1698.9,224,3,1,-0.70,1.00,22.00,0.11,9233.00,3.08,1004.00,2.75,1,3.40,1,,1950.00,266.70,1,273.00,1,, ,,125.00,125.00,0.18,0.00,269.84,
1698.9,224,2.3,1,0.05,1.00,32.00,0.11,5.00,2.18,2.00,1.80,1,2.55,1,,1975.00,290.50,1,296.50,1,, ,,125.00,125.00,0.18,,293.50,
1698.9,224,1.5,1,-0.20,1.00,32.00,0.11,12425.00,1.60,2007.00,1.20,1,2.00,1,,2000.00,314.80,1,320.70,1,346.10,1,,125.00,125.00,0.19,600.00,317.75,600.00
1698.9,224,1.3,1,-0.55,1.00,32.00,0.11,3.00,1.15,2.00,0.75,1,1.55,1,,2025.00,339.60,1,345.60,1,, ,,125.00,125.00,0.20,,342.60,
1698.9,224,0.95,1,-0.50,1.00,42.00,0.11,8.00,0.85,3.00,0.40,1,1.30,1,,2050.00,364.00,1,369.70,1,, ,,125.00,125.00,0.21,,366.85,
1698.9,224,0.65,1,0.05,1.00,37.00,0.12,2102.00,0.68,4.00,0.40,1,0.95,1,,2100.00,413.40,1,419.10,1,, ,,125.00,125.00,0.22,,416.25,
1698.9,235,, ,,114.00,114.00,,0.00,1299.55,,1276.30,1,1279.80,1,,400.00,0.00,1,0.45,1,0.15,1,0.00,114.00,0.00,0.62,4.00,0.23,2.00
1698.9,235,, ,,114.00,114.00,,0.00,1199.71,,1176.60,1,1180.10,1,,500.00,0.00,1,0.45,1,, ,,114.00,0.00,0.53,0.00,0.23,
1698.9,235,, ,,114.00,114.00,,0.00,1099.87,,1077.00,1,1080.50,1,,600.00,0.00,1,0.50,1,, ,,114.00,0.00,0.46,0.00,0.25,
1698.9,235,, ,,114.00,114.00,,0.00,1000.03,,977.40,1,980.90,1,,700.00,0.00,1,0.60,1,, ,,114.00,0.00,0.40,0.00,0.30,
1698.9,235,, ,,114.00,114.00,,0.00,950.11,,927.70,1,931.20,1,,750.00,0.00,1,0.70,1,, ,,114.00,0.00,0.38,0.00,0.35,
1698.9,235,, ,,114.00,114.00,,0.00,900.19,,878.00,1,881.50,1,,800.00,0.00,1,0.85,1,2.55,1,0.30,114.00,0.00,0.36,80.00,0.43,10.00
1698.9,235,, ,,114.00,114.00,,0.00,850.27,,828.40,1,831.90,1,,850.00,0.20,1,1.05,1,, ,,114.00,21.00,0.34,0.00,0.63,
1698.9,235,, ,,114.00,114.00,,0.00,800.35,,778.80,1,782.40,1,,900.00,0.45,1,1.30,1,2.75,1,-0.55,114.00,21.00,0.33,2.00,0.88,1.00
1698.9,235,, ,,114.00,114.00,,0.00,775.39,,754.10,1,757.70,1,,925.00,0.60,1,1.50,1,, ,,114.00,21.00,0.32,0.00,1.05,
1698.9,235,, ,,114.00,114.00,,0.00,750.43,,729.30,1,733.00,1,,950.00,0.85,1,1.70,1,4.40,1,-1.70,114.00,21.00,0.32,10.00,1.27,9.00
1698.9,235,, ,,114.00,114.00,,0.00,725.47,,704.60,1,708.30,1,,975.00,1.05,1,1.95,1,, ,,114.00,21.00,0.31,0.00,1.50,
1698.9,235,, ,,114.00,114.00,,0.00,700.51,,680.00,1,683.70,1,,1000.00,1.30,1,2.20,1,8.10,1,0.40,114.00,21.00,0.31,15.00,1.75,10.00
1698.9,235,, ,,114.00,114.00,,0.00,675.55,,655.40,1,659.10,1,,1025.00,1.65,1,2.50,1,, ,,114.00,21.00,0.30,0.00,2.08,
1698.9,235,, ,,114.00,114.00,,0.00,650.59,,630.80,1,634.60,1,,1050.00,2.00,1,2.85,1,, ,,114.00,21.00,0.30,0.00,2.43,
1698.9,235,, ,,114.00,114.00,,0.00,625.64,,606.30,1,610.10,1,,1075.00,2.35,1,3.30,1,11.30,1,,114.00,114.00,0.29,1.00,2.83,1.00
1698.9,235,, ,,114.00,114.00,,0.00,600.68,,581.80,1,585.70,1,,1100.00,2.80,1,3.80,1,, ,,114.00,114.00,0.28,0.00,3.30,
1698.9,235,, ,,114.00,114.00,,0.00,575.72,,557.40,1,561.30,1,,1125.00,3.30,1,4.30,1,, ,,114.00,114.00,0.28,0.00,3.80,
1698.9,235,, ,,114.00,114.00,,0.00,550.76,,533.00,1,537.00,1,,1150.00,3.90,1,4.90,1,, ,,114.00,114.00,0.27,0.00,4.40,
1698.9,235,, ,,114.00,114.00,,0.00,525.80,,508.80,1,512.80,1,,1175.00,4.60,1,5.60,1,10.00,1,-2.30,114.00,114.00,0.27,174.00,5.10,135.00
1698.9,235,, ,,114.00,114.00,,0.00,500.84,,484.60,1,488.70,1,,1200.00,5.30,1,6.40,1,12.30,1,-7.70,114.00,114.00,0.26,760.00,5.85,750.00
1698.9,235,, ,,114.00,114.00,,0.00,475.88,,460.60,1,464.70,1,,1225.00,6.10,1,7.30,1,, ,,114.00,114.00,0.25,0.00,6.70,
1698.9,235,, ,,114.00,114.00,,0.00,450.92,,436.60,1,440.80,1,,1250.00,7.00,1,8.30,1,, ,,114.00,114.00,0.25,0.00,7.65,
1698.9,235,, ,,114.00,114.00,,0.00,425.96,,412.80,1,417.00,1,,1275.00,8.10,1,9.50,1,25.00,1,,114.00,114.00,0.24,10.00,8.80,10.00
1698.9,235,, ,,114.00,114.00,,0.00,401.00,,389.20,1,393.40,1,,1300.00,9.50,1,11.00,1,29.00,1,-3.00,114.00,114.00,0.24,11.00,10.25,1.00
1698.9,235,, ,,114.00,114.00,,0.00,376.04,,365.80,1,370.00,1,,1325.00,10.90,1,12.60,1,, ,,114.00,114.00,0.23,0.00,11.75,
1698.9,235,, ,,114.00,114.00,,0.00,351.08,,342.50,1,346.80,1,,1350.00,12.50,1,14.30,1,, ,,114.00,114.00,0.23,0.00,13.40,
1698.9,235,, ,,114.00,114.00,,0.00,326.12,,319.60,1,323.80,1,,1375.00,14.40,1,16.30,1,45.80,1,,114.00,114.00,0.22,2.00,15.35,2.00
1698.9,235,, ,,114.00,114.00,,0.00,301.16,,296.70,1,300.90,1,,1400.00,16.60,1,18.50,1,25.30,1,,114.00,114.00,0.22,6.00,17.55,6.00
1698.9,235,, ,,114.00,114.00,0.10,0.00,276.65,,274.50,1,278.80,1,,1425.00,19.10,1,21.10,1,62.00,1,10.80,114.00,114.00,0.21,51.00,20.10,15.00
1698.9,235,, ,,114.00,114.00,0.12,0.00,254.60,,252.50,1,256.70,1,,1450.00,22.00,1,24.10,1,40.50,1,0.00,114.00,114.00,0.21,75.00,23.05,25.00
1698.9,235,, ,,114.00,114.00,0.13,0.00,232.85,,230.80,1,234.90,1,,1475.00,25.20,1,27.50,1,25.30,1,-29.10,114.00,114.00,0.20,16.00,26.34,1.00
1698.9,235,, ,,21.00,125.00,0.13,0.00,211.65,,209.90,1,213.40,1,,1500.00,29.10,1,31.20,1,33.90,1,-31.10,22.00,21.00,0.20,142.00,30.14,4.00
1698.9,235,, ,,21.00,22.00,0.14,0.00,191.00,,189.40,1,192.60,1,,1525.00,33.40,1,35.50,1,37.90,1,-5.70,22.00,21.00,0.19,126.00,34.44,1.00
1698.9,235,162.5,1,2.50,21.00,22.00,0.14,110.00,171.19,5.00,169.50,1,172.90,1,,1550.00,38.50,1,40.50,1,39.60,1,-8.90,22.00,21.00,0.19,115.00,39.49,15.00
1698.9,235,112.1,1,36.60,21.00,22.00,0.14,160.00,152.05,100.00,150.60,1,153.50,1,,1575.00,43.90,1,46.20,1,, ,,22.00,171.00,0.18,0.00,45.05,
1698.9,235,118.85,1,24.95,21.00,22.00,0.14,93.00,133.55,2.00,132.10,1,135.00,1,,1600.00,50.40,1,53.10,1,56.70,1,7.80,171.00,171.00,0.18,6.00,51.75,1.00
1698.9,235,116.25,1,5.95,68.00,22.00,0.13,153.00,115.85,1.00,114.60,1,117.10,1,,1625.00,57.70,1,60.10,1,110.00,1,11.95,22.00,21.00,0.17,709.00,58.90,8.00
1698.9,235,96.25,1,,21.00,22.00,0.13,1.00,99.20,2.00,98.00,1,100.40,1,,1650.00,66.00,1,68.70,1,74.05,1,-12.35,171.00,21.00,0.17,2.00,67.33,2.00
1698.9,235,65.35,1,-12.35,21.00,22.00,0.13,8.00,83.74,14.00,82.60,1,84.90,1,,1675.00,75.30,1,78.10,1,, ,,171.00,21.00,0.17,0.00,76.69,
1698.9,235,68.95,1,-0.55,21.00,22.00,0.13,52.00,69.40,1.00,68.30,1,70.50,1,,1700.00,85.80,1,88.30,1,108.60,1,,22.00,21.00,0.16,2.00,87.05,2.00
1698.9,235,, ,,21.00,21.00,0.12,0.00,56.44,,55.40,1,57.50,1,,1725.00,97.70,1,100.20,1,, ,,22.00,21.00,0.16,0.00,98.94,
1698.9,235,47,1,-10.50,21.00,22.00,0.12,245.00,44.85,45.00,43.90,1,45.80,1,,1750.00,111.10,1,113.70,1,, ,,22.00,21.00,0.16,0.00,112.38,
1698.9,235,44.5,1,3.75,21.00,21.00,0.12,60.00,34.95,10.00,34.10,1,35.80,1,,1775.00,126.00,1,128.70,1,, ,,22.00,21.00,0.15,0.00,127.35,
1698.9,235,28.1,1,8.35,21.00,21.00,0.11,21.00,26.60,4.00,25.80,1,27.40,1,,1800.00,142.50,1,145.70,1,, ,,22.00,21.00,0.15,0.00,144.10,
1698.9,235,, ,,114.00,114.00,0.11,,19.75,,18.90,1,20.60,1,,1825.00,160.60,1,163.80,1,, ,,125.00,21.00,0.15,,162.20,
1698.9,235,8.7,1,,114.00,114.00,0.11,2.00,14.50,2.00,13.80,1,15.20,1,,1850.00,179.50,1,183.30,1,, ,,114.00,114.00,0.16,0.00,181.39,
1698.9,235,, ,,114.00,114.00,0.11,,10.40,,9.80,1,11.00,1,,1875.00,200.30,1,204.10,1,, ,,114.00,114.00,0.16,,202.19,
1698.9,235,8.82,1,-0.28,114.00,114.00,0.11,5.00,7.40,4.00,6.90,1,7.90,1,,1900.00,222.20,1,226.10,1,, ,,114.00,114.00,0.16,0.00,224.14,
1698.9,235,5.2,1,-1.37,114.00,114.00,0.11,4.00,5.20,1.00,4.70,1,5.70,1,,1925.00,245.00,1,248.80,1,, ,,114.00,114.00,0.17,,246.89,
1698.9,235,, ,,114.00,114.00,0.11,,3.70,,3.20,1,4.20,1,,1950.00,268.50,1,272.20,1,, ,,114.00,114.00,0.17,,270.35,
1698.9,235,, ,,114.00,114.00,0.11,,2.73,,2.25,1,3.20,1,,1975.00,292.30,1,296.10,1,, ,,114.00,114.00,0.18,,294.20,
1698.9,235,, ,,21.00,114.00,0.11,,1.95,,1.50,1,2.40,1,,2000.00,316.60,1,320.20,1,, ,,114.00,114.00,0.19,,318.40,
1698.9,315,1485.7,1,-36.30,31.00,31.00,,8.00,1599.12,8.00,1563.10,1,1574.60,1,,100.00,0.00,1,0.10,1,0.10,1,0.05,10.00,0.00,0.94,302.00,0.05,9.00
1698.9,315,, ,,31.00,31.00,,0.00,1499.33,,1463.50,1,1475.10,1,,200.00,0.00,1,0.10,1,0.15,1,0.05,10.00,0.00,0.70,80.00,0.05,18.00
1698.9,315,, ,,31.00,31.00,,0.00,1449.44,,1413.70,1,1425.30,1,,250.00,0.00,1,0.10,1,0.20,1,0.05,10.00,0.00,0.63,27.00,0.05,9.00
1698.9,315,, ,,31.00,31.00,,0.00,1399.55,,1363.90,1,1375.50,1,,300.00,0.00,1,0.15,1,0.20,1,0.10,23.00,0.00,0.59,64.00,0.08,18.00
1698.9,315,, ,,93.00,31.00,,0.00,1349.66,,1314.20,1,1324.80,1,,350.00,0.00,1,0.20,1,0.15,1,0.05,43.00,0.00,0.55,687.00,0.10,10.00
1698.9,315,, ,,93.00,31.00,,0.00,1299.76,,1264.40,1,1275.10,1,,400.00,0.05,1,0.15,1,0.15,1,0.00,41.00,9.00,0.50,161.00,0.10,119.00
1698.9,315,, ,,31.00,31.00,,0.00,1249.87,,1214.60,1,1226.30,1,,450.00,0.00,1,0.55,1,0.85,1,-0.15,66.00,0.00,0.51,42.00,0.28,5.00
1698.9,315,1082.5,1,,93.00,31.00,,1000.00,1199.98,1000.00,1164.90,1,1175.60,1,,500.00,0.05,1,0.50,1,0.75,1,-0.05,41.00,10.00,0.47,38.00,0.28,1.00
1698.9,315,, ,,31.00,31.00,,0.00,1150.09,,1115.20,1,1126.80,1,,550.00,0.05,1,0.70,1,0.40,1,-0.80,41.00,15.00,0.44,511.00,0.38,0.00
1698.9,315,, ,,31.00,31.00,,0.00,1100.20,,1065.50,1,1077.20,1,,600.00,0.15,1,0.80,1,0.55,1,-0.05,41.00,8.00,0.42,897.00,0.48,15.00
1698.9,315,, ,,31.00,31.00,,0.00,1050.30,,1015.80,1,1027.50,1,,650.00,0.05,1,0.90,1,1.80,1,0.30,41.00,47.00,0.39,166.00,0.47,9.00
1698.9,315,, ,,93.00,31.00,,0.00,1000.41,,966.20,1,977.80,1,,700.00,0.30,1,0.85,1,0.70,1,-0.35,1.00,8.00,0.37,6072.00,0.58,1.00
1698.9,315,643,1,,31.00,31.00,,1.00,950.52,1.00,916.70,1,928.40,1,,750.00,0.35,1,1.05,1,1.15,1,0.30,1.00,41.00,0.35,7519.00,0.70,3.00
1698.9,315,824.7,1,31.50,31.00,31.00,,2690.00,900.63,100.00,867.30,1,879.00,1,,800.00,0.70,1,1.40,1,1.50,1,0.20,1.00,41.00,0.34,6529.00,1.05,1.00
1698.9,315,717.45,1,,93.00,31.00,,50.00,850.74,50.00,817.90,1,828.40,1,,850.00,1.15,1,1.75,1,1.75,1,0.25,1.00,41.00,0.33,268.00,1.45,2.00
1698.9,315,686.05,1,,93.00,31.00,,50.00,800.84,50.00,768.70,1,778.90,1,,900.00,1.75,1,2.30,1,2.50,1,0.30,1.00,41.00,0.32,5443.00,2.03,1.00
1698.9,315,615,1,,93.00,31.00,,2.00,750.95,2.00,719.70,1,731.30,1,,950.00,2.20,1,3.00,1,2.90,1,-1.10,1.00,31.00,0.30,3107.00,2.60,5.00
1698.9,315,, ,,93.00,31.00,,0.00,726.01,,695.30,1,705.80,1,,975.00,2.65,1,4.00,1,3.20,1,-0.20,41.00,31.00,0.30,1419.00,3.32,3.00
1698.9,315,, ,,93.00,31.00,,0.00,701.06,,670.90,1,681.40,1,,1000.00,3.10,1,4.50,1,3.50,1,-0.30,41.00,31.00,0.30,5678.00,3.80,1.00
1698.9,315,, ,,93.00,31.00,,0.00,676.11,,646.50,1,655.80,1,,1025.00,3.70,1,5.10,1,4.10,1,-8.00,41.00,31.00,0.29,14.00,4.40,5.00
1698.9,315,, ,,31.00,31.00,,,666.14,,636.80,1,648.70,1,,1035.00,3.90,1,5.40,1,12.30,1,,41.00,41.00,0.29,415.00,4.65,415.00
1698.9,315,, ,,93.00,31.00,,0.00,651.17,,622.30,1,632.80,1,,1050.00,4.30,1,5.80,1,9.70,1,-1.30,41.00,41.00,0.29,929.00,5.05,400.00
1698.9,315,, ,,93.00,31.00,,0.00,626.22,,598.10,1,607.30,1,,1075.00,5.00,1,6.50,1,10.40,1,,41.00,41.00,0.28,1.00,5.75,1.00
1698.9,315,, ,,93.00,31.00,,0.00,601.28,,574.00,1,584.30,1,,1100.00,5.60,1,7.70,1,7.60,1,-1.60,31.00,31.00,0.28,6341.00,6.65,500.00
1698.9,315,, ,,93.00,31.00,,0.00,576.33,,550.00,1,561.80,1,,1125.00,6.40,1,8.70,1,10.00,1,-7.70,31.00,31.00,0.27,4670.00,7.55,1000.00
1698.9,315,, ,,31.00,31.00,,0.00,551.38,,526.10,1,537.90,1,,1150.00,7.30,1,9.80,1,8.70,1,0.70,31.00,31.00,0.27,15893.00,8.55,850.00
1698.9,315,, ,,31.00,31.00,,0.00,526.44,,502.30,1,514.10,1,,1175.00,8.30,1,11.00,1,23.00,1,3.30,31.00,31.00,0.26,4370.00,9.65,720.00
1698.9,315,, ,,93.00,31.00,,0.00,501.49,,478.70,1,488.40,1,,1200.00,9.40,1,12.30,1,10.60,1,-2.60,31.00,31.00,0.26,15926.00,10.85,64.00
1698.9,315,, ,,93.00,31.00,,0.00,476.55,,455.20,1,465.70,1,,1225.00,10.70,1,13.80,1,25.20,1,4.48,31.00,31.00,0.25,908.00,12.25,357.00
1698.9,315,357,1,62.00,93.00,31.00,,4.00,451.60,3.00,431.90,1,442.40,1,,1250.00,12.10,1,15.40,1,15.50,1,-0.30,31.00,31.00,0.25,8759.00,13.75,10.00
1698.9,315,337,1,54.00,31.00,31.00,,2.00,426.65,1.00,408.80,1,420.30,1,,1275.00,13.70,1,17.30,1,16.50,1,-22.02,31.00,31.00,0.24,3845.00,15.50,156.00
1698.9,315,377.5,1,97.10,93.00,31.00,,528.00,401.71,400.00,385.90,1,395.40,1,,1300.00,15.60,1,19.30,1,18.40,1,0.00,31.00,31.00,0.24,28014.00,17.45,150.00
1698.9,315,274,1,27.45,31.00,31.00,,328.00,376.76,1.00,363.30,1,374.60,1,,1325.00,17.60,1,21.60,1,19.70,1,-0.10,31.00,31.00,0.23,6010.00,19.60,400.00
1698.9,315,334,1,21.95,93.00,31.00,,2116.00,351.82,1.00,340.90,1,351.70,1,,1350.00,20.00,1,24.20,1,24.50,1,3.78,31.00,31.00,0.23,12235.00,22.10,500.00
1698.9,315,213.7,1,12.70,93.00,31.00,,306.00,326.87,5.00,318.80,1,327.20,1,,1375.00,22.50,1,27.00,1,27.95,1,-2.05,31.00,31.00,0.22,5567.00,24.75,400.00
1698.9,315,293.5,1,29.50,31.00,31.00,0.09,2748.00,302.45,150.00,297.10,1,307.80,1,,1400.00,25.50,1,30.20,1,30.50,1,4.07,31.00,31.00,0.22,20646.00,27.85,1.00
1698.9,315,271.3,1,-1.20,31.00,31.00,0.12,3094.00,281.00,1.00,275.70,1,286.30,1,,1425.00,28.70,1,33.70,1,31.30,1,-6.70,31.00,31.00,0.21,6783.00,31.19,30.00
1698.9,315,251,1,64.00,51.00,51.00,0.13,4037.00,260.00,125.00,255.80,1,264.20,1,,1450.00,32.40,1,37.60,1,38.10,1,3.10,31.00,31.00,0.21,17913.00,34.99,6.00
1698.9,315,195.6,1,-22.96,27.00,51.00,0.13,1677.00,238.25,35.00,235.20,1,241.30,1,,1475.00,37.20,1,41.20,1,42.15,1,-1.85,51.00,51.00,0.20,3996.00,39.20,4.00
1698.9,315,186.5,1,35.20,33.00,51.00,0.13,7149.00,218.10,75.00,215.10,1,221.10,1,,1500.00,42.10,1,46.00,1,46.00,1,1.20,51.00,51.00,0.20,17901.00,44.04,379.00
1698.9,315,172.3,1,16.40,32.00,51.00,0.14,1360.00,198.49,325.00,195.60,1,201.40,1,,1525.00,47.40,1,51.30,1,52.00,1,1.80,51.00,51.00,0.20,3556.00,49.34,1.00
1698.9,315,175,1,19.90,51.00,51.00,0.14,7747.00,179.80,50.00,176.70,1,182.90,1,,1550.00,54.00,1,57.30,1,57.00,1,-1.00,51.00,33.00,0.19,9415.00,55.65,2.00
1698.9,315,, ,,33.00,51.00,0.14,,168.34,,165.60,1,171.10,1,,1565.00,57.40,1,61.10,1,91.00,1,,51.00,45.00,0.19,689.00,59.25,689.00
1698.9,315,165,1,4.05,30.00,51.00,0.14,3923.00,161.09,900.00,158.50,1,163.70,1,,1575.00,60.10,1,63.90,1,67.00,1,7.00,51.00,44.00,0.19,3956.00,62.00,4.00
1698.9,315,145,1,2.45,51.00,51.00,0.14,10376.00,144.05,71.00,141.00,1,147.10,1,,1600.00,67.20,1,71.20,1,72.00,1,-1.49,51.00,47.00,0.19,12136.00,69.20,673.00
1698.9,315,123,1,-7.00,31.00,51.00,0.13,8140.00,126.65,1.00,124.30,1,129.00,1,,1625.00,73.70,1,79.30,1,81.69,1,6.69,51.00,51.00,0.18,3860.00,76.50,1.00
1698.9,315,115.85,1,6.15,51.00,51.00,0.13,14336.00,111.13,506.00,108.40,1,113.90,1,,1650.00,83.40,1,88.30,1,89.40,1,4.11,51.00,51.00,0.18,10284.00,85.83,253.00
